Area,B,C,D,E,F,G,H,I,J
6041,3,5,2,1,1,2,2,3,5
6042,3,5,2,1,1,2,3,1,5
6043,3,5,2,1,1,2,3,2,5
6044,3,5,2,1,1,2,3,3,5
6045,3,5,2,1,1,2,4,1,5
6046,3,5,2,1,1,2,4,2,5
6047,3,5,2,1,1,2,4,3,5
6048,3,5,2,1,1,3,1,1,5
6049,3,5,2,1,1,3,1,2,5
6050,3,5,2,1,1,3,1,3,5
6051,3,5,2,1,1,3,2,1,5
6052,3,5,2,1,1,3,2,2,5
6053,3,5,2,1,1,3,2,3,5
6054,3,5,2,1,1,3,3,1,5
6055,3,5,2,1,1,3,3,2,5
6056,3,5,2,1,1,3,3,3,5
6057,3,5,2,1,1,3,4,1,5
6058,3,5,2,1,1,3,4,2,5
6059,3,5,2,1,1,3,4,3,5
6060,3,5,2,1,2,2,1,1,1
6061,3,5,2,1,2,2,2,1,1
6062,3,5,2,1,2,2,3,1,1
6063,3,5,2,1,2,2,4,1,1
6064,3,5,2,1,3,2,1,1,1
6065,3,5,2,1,3,2,2,1,1
6066,3,5,2,1,3,2,3,1,1
6067,3,5,2,1,3,2,4,1,1
6068,3,5,2,2,1,1,1,1,5
6069,3,5,2,2,1,1,1,2,5
6070,3,5,2,2,1,1,1,3,5
6071,3,5,2,2,1,1,2,1,5
6072,3,5,2,2,1,1,2,2,5
6073,3,5,2,2,1,1,2,3,5
6074,3,5,2,2,1,1,3,1,5
6075,3,5,2,2,1,1,3,2,5
6076,3,5,2,2,1,1,3,3,5
6077,3,5,2,2,1,1,4,1,5
6078,3,5,2,2,1,1,4,2,5
6079,3,5,2,2,1,1,4,3,5
6080,3,5,2,2,1,2,1,1,5
6081,3,5,2,2,1,2,1,2,5
6082,3,5,2,2,1,2,1,3,5
6083,3,5,2,2,1,2,2,1,5
6084,3,5,2,2,1,2,2,2,5
6085,3,5,2,2,1,2,2,3,5
6086,3,5,2,2,1,2,3,1,5
6087,3,5,2,2,1,2,3,2,5
6088,3,5,2,2,1,2,3,3,5
6089,3,5,2,2,1,2,4,1,5
6090,3,5,2,2,1,2,4,2,5
6091,3,5,2,2,1,2,4,3,5
6092,3,5,2,2,1,3,1,1,5
6093,3,5,2,2,1,3,1,2,5
6094,3,5,2,2,1,3,1,3,5
6095,3,5,2,2,1,3,2,1,5
6096,3,5,2,2,1,3,2,2,5
6097,3,5,2,2,1,3,2,3,5
6098,3,5,2,2,1,3,3,1,5
6099,3,5,2,2,1,3,3,2,5
6100,3,5,2,2,1,3,3,3,5
6101,3,5,2,2,1,3,4,1,5
6102,3,5,2,2,1,3,4,2,5
6103,3,5,2,2,1,3,4,3,5
6104,3,5,2,2,2,2,1,1,1
6105,3,5,2,2,2,2,2,1,1
6106,3,5,2,2,2,2,3,1,1
6107,3,5,2,2,2,2,4,1,1
6108,3,5,2,2,3,2,1,1,1
6109,3,5,2,2,3,2,2,1,1
6110,3,5,2,2,3,2,3,1,1
6111,3,5,2,2,3,2,4,1,1
6112,3,5,2,3,1,1,1,1,5
6113,3,5,2,3,1,1,1,2,5
6114,3,5,2,3,1,1,1,3,5
6115,3,5,2,3,1,1,2,1,5
6116,3,5,2,3,1,1,2,2,5
6117,3,5,2,3,1,1,2,3,5
6118,3,5,2,3,1,1,3,1,5
6119,3,5,2,3,1,1,3,2,5
6120,3,5,2,3,1,1,3,3,5
6121,3,5,2,3,1,1,4,1,5
6122,3,5,2,3,1,1,4,2,5
6123,3,5,2,3,1,1,4,3,5
6124,3,5,2,3,1,2,1,1,5
6125,3,5,2,3,1,2,1,2,5
6126,3,5,2,3,1,2,1,3,5
6127,3,5,2,3,1,2,2,1,5
6128,3,5,2,3,1,2,2,2,5
6129,3,5,2,3,1,2,2,3,5
6130,3,5,2,3,1,2,3,1,5
6131,3,5,2,3,1,2,3,2,5
6132,3,5,2,3,1,2,3,3,5
6133,3,5,2,3,1,2,4,1,5
6134,3,5,2,3,1,2,4,2,5
6135,3,5,2,3,1,2,4,3,5
6136,3,5,2,3,1,3,1,1,5
6137,3,5,2,3,1,3,1,2,5
6138,3,5,2,3,1,3,1,3,5
6139,3,5,2,3,1,3,2,1,5
6140,3,5,2,3,1,3,2,2,5
6141,3,5,2,3,1,3,2,3,5
6142,3,5,2,3,1,3,3,1,5
6143,3,5,2,3,1,3,3,2,5
6144,3,5,2,3,1,3,3,3,5
6145,3,5,2,3,1,3,4,1,5
6146,3,5,2,3,1,3,4,2,5
6147,3,5,2,3,1,3,4,3,5
6148,3,5,2,3,2,2,1,1,1
6149,3,5,2,3,2,2,2,1,1
6150,3,5,2,3,2,2,3,1,1
6151,3,5,2,3,2,2,4,1,1
6152,3,5,2,3,3,2,1,1,1
6153,3,5,2,3,3,2,2,1,1
6154,3,5,2,3,3,2,3,1,1
6155,3,5,2,3,3,2,4,1,1
6156,3,5,3,1,1,1,1,1,5
6157,3,5,3,1,1,1,1,2,5
6158,3,5,3,1,1,1,1,3,5
6159,3,5,3,1,1,1,2,1,5
6160,3,5,3,1,1,1,2,2,5
6161,3,5,3,1,1,1,2,3,5
6162,3,5,3,1,1,1,3,1,5
6163,3,5,3,1,1,1,3,2,5
6164,3,5,3,1,1,1,3,3,5
6165,3,5,3,1,1,1,4,1,5
6166,3,5,3,1,1,1,4,2,5
6167,3,5,3,1,1,1,4,3,5
6168,3,5,3,1,1,2,1,1,5
6169,3,5,3,1,1,2,1,2,5
6170,3,5,3,1,1,2,1,3,5
6171,3,5,3,1,1,2,2,1,5
6172,3,5,3,1,1,2,2,2,5
6173,3,5,3,1,1,2,2,3,5
6174,3,5,3,1,1,2,3,1,5
6175,3,5,3,1,1,2,3,2,5
6176,3,5,3,1,1,2,3,3,5
6177,3,5,3,1,1,2,4,1,5
6178,3,5,3,1,1,2,4,2,5
6179,3,5,3,1,1,2,4,3,5
6180,3,5,3,1,1,3,1,1,5
6181,3,5,3,1,1,3,1,2,5
6182,3,5,3,1,1,3,1,3,5
6183,3,5,3,1,1,3,2,1,5
6184,3,5,3,1,1,3,2,2,5
6185,3,5,3,1,1,3,2,3,5
6186,3,5,3,1,1,3,3,1,5
6187,3,5,3,1,1,3,3,2,5
6188,3,5,3,1,1,3,3,3,5
6189,3,5,3,1,1,3,4,1,5
6190,3,5,3,1,1,3,4,2,5
6191,3,5,3,1,1,3,4,3,5
6192,3,5,3,1,2,2,1,1,1
6193,3,5,3,1,2,2,2,1,1
6194,3,5,3,1,2,2,3,1,1
6195,3,5,3,1,2,2,4,1,1
6196,3,5,3,1,3,2,1,1,1
6197,3,5,3,1,3,2,2,1,1
6198,3,5,3,1,3,2,3,1,1
6199,3,5,3,1,3,2,4,1,1
6200,3,5,3,2,1,1,1,1,5
6201,3,5,3,2,1,1,1,2,5
6202,3,5,3,2,1,1,1,3,5
6203,3,5,3,2,1,1,2,1,5
6204,3,5,3,2,1,1,2,2,5
6205,3,5,3,2,1,1,2,3,5
6206,3,5,3,2,1,1,3,1,5
6207,3,5,3,2,1,1,3,2,5
6208,3,5,3,2,1,1,3,3,5
6209,3,5,3,2,1,1,4,1,5
6210,3,5,3,2,1,1,4,2,5
6211,3,5,3,2,1,1,4,3,5
6212,3,5,3,2,1,2,1,1,5
6213,3,5,3,2,1,2,1,2,5
6214,3,5,3,2,1,2,1,3,5
6215,3,5,3,2,1,2,2,1,5
6216,3,5,3,2,1,2,2,2,5
6217,3,5,3,2,1,2,2,3,5
6218,3,5,3,2,1,2,3,1,5
6219,3,5,3,2,1,2,3,2,5
6220,3,5,3,2,1,2,3,3,5
6221,3,5,3,2,1,2,4,1,5
6222,3,5,3,2,1,2,4,2,5
6223,3,5,3,2,1,2,4,3,5
6224,3,5,3,2,1,3,1,1,5
6225,3,5,3,2,1,3,1,2,5
6226,3,5,3,2,1,3,1,3,5
6227,3,5,3,2,1,3,2,1,5
6228,3,5,3,2,1,3,2,2,5
6229,3,5,3,2,1,3,2,3,5
6230,3,5,3,2,1,3,3,1,5
6231,3,5,3,2,1,3,3,2,5
6232,3,5,3,2,1,3,3,3,5
6233,3,5,3,2,1,3,4,1,5
6234,3,5,3,2,1,3,4,2,5
6235,3,5,3,2,1,3,4,3,5
6236,3,5,3,2,2,2,1,1,1
6237,3,5,3,2,2,2,2,1,1
6238,3,5,3,2,2,2,3,1,1
6239,3,5,3,2,2,2,4,1,1
6240,3,5,3,2,3,2,1,1,1
6241,3,5,3,2,3,2,2,1,1
6242,3,5,3,2,3,2,3,1,1
6243,3,5,3,2,3,2,4,1,1
6244,3,5,3,3,1,1,1,1,5
6245,3,5,3,3,1,1,1,2,5
6246,3,5,3,3,1,1,1,3,5
6247,3,5,3,3,1,1,2,1,5
6248,3,5,3,3,1,1,2,2,5
6249,3,5,3,3,1,1,2,3,5
6250,3,5,3,3,1,1,3,1,5
6251,3,5,3,3,1,1,3,2,5
6252,3,5,3,3,1,1,3,3,5
6253,3,5,3,3,1,1,4,1,5
6254,3,5,3,3,1,1,4,2,5
6255,3,5,3,3,1,1,4,3,5
6256,3,5,3,3,1,2,1,1,5
6257,3,5,3,3,1,2,1,2,5
6258,3,5,3,3,1,2,1,3,5
6259,3,5,3,3,1,2,2,1,5
6260,3,5,3,3,1,2,2,2,5
6261,3,5,3,3,1,2,2,3,5
6262,3,5,3,3,1,2,3,1,5
6263,3,5,3,3,1,2,3,2,5
6264,3,5,3,3,1,2,3,3,5
6265,3,5,3,3,1,2,4,1,5
6266,3,5,3,3,1,2,4,2,5
6267,3,5,3,3,1,2,4,3,5
6268,3,5,3,3,1,3,1,1,5
6269,3,5,3,3,1,3,1,2,5
6270,3,5,3,3,1,3,1,3,5
6271,3,5,3,3,1,3,2,1,5
6272,3,5,3,3,1,3,2,2,5
6273,3,5,3,3,1,3,2,3,5
6274,3,5,3,3,1,3,3,1,5
6275,3,5,3,3,1,3,3,2,5
6276,3,5,3,3,1,3,3,3,5
6277,3,5,3,3,1,3,4,1,5
6278,3,5,3,3,1,3,4,2,5
6279,3,5,3,3,1,3,4,3,5
6280,3,5,3,3,2,2,1,1,1
6281,3,5,3,3,2,2,2,1,1
6282,3,5,3,3,2,2,3,1,1
6283,3,5,3,3,2,2,4,1,1
6284,3,5,3,3,3,2,1,1,1
6285,3,5,3,3,3,2,2,1,1
6286,3,5,3,3,3,2,3,1,1
6287,3,5,3,3,3,2,4,1,1
6288,3,6,1,1,1,1,1,1,5
6289,3,6,1,1,1,1,1,2,5
6290,3,6,1,1,1,1,1,3,5
6291,3,6,1,1,1,1,2,1,5
6292,3,6,1,1,1,1,2,2,5
6293,3,6,1,1,1,1,2,3,5
6294,3,6,1,1,1,1,3,1,5
6295,3,6,1,1,1,1,3,2,5
6296,3,6,1,1,1,1,3,3,5
6297,3,6,1,1,1,1,4,1,5
6298,3,6,1,1,1,1,4,2,5
6299,3,6,1,1,1,1,4,3,5
6300,3,6,1,1,1,2,1,1,5
6301,3,6,1,1,1,2,1,2,5
6302,3,6,1,1,1,2,1,3,5
6303,3,6,1,1,1,2,2,1,5
6304,3,6,1,1,1,2,2,2,5
6305,3,6,1,1,1,2,2,3,5
6306,3,6,1,1,1,2,3,1,5
6307,3,6,1,1,1,2,3,2,5
6308,3,6,1,1,1,2,3,3,5
6309,3,6,1,1,1,2,4,1,5
6310,3,6,1,1,1,2,4,2,5
6311,3,6,1,1,1,2,4,3,5
6312,3,6,1,1,1,3,1,1,5
6313,3,6,1,1,1,3,1,2,5
6314,3,6,1,1,1,3,1,3,5
6315,3,6,1,1,1,3,2,1,5
6316,3,6,1,1,1,3,2,2,5
6317,3,6,1,1,1,3,2,3,5
6318,3,6,1,1,1,3,3,1,5
6319,3,6,1,1,1,3,3,2,5
6320,3,6,1,1,1,3,3,3,5
6321,3,6,1,1,1,3,4,1,5
6322,3,6,1,1,1,3,4,2,5
6323,3,6,1,1,1,3,4,3,5
6324,3,6,1,1,2,2,1,1,1
6325,3,6,1,1,2,2,2,1,1
6326,3,6,1,1,2,2,3,1,1
6327,3,6,1,1,2,2,4,1,1
6328,3,6,1,1,3,2,1,1,1
6329,3,6,1,1,3,2,2,1,1
6330,3,6,1,1,3,2,3,1,1
6331,3,6,1,1,3,2,4,1,1
6332,3,6,1,2,1,1,1,1,5
6333,3,6,1,2,1,1,1,2,5
6334,3,6,1,2,1,1,1,3,5
6335,3,6,1,2,1,1,2,1,5
6336,3,6,1,2,1,1,2,2,5
6337,3,6,1,2,1,1,2,3,5
6338,3,6,1,2,1,1,3,1,5
6339,3,6,1,2,1,1,3,2,5
6340,3,6,1,2,1,1,3,3,5
6341,3,6,1,2,1,1,4,1,5
6342,3,6,1,2,1,1,4,2,5
6343,3,6,1,2,1,1,4,3,5
6344,3,6,1,2,1,2,1,1,5
6345,3,6,1,2,1,2,1,2,5
6346,3,6,1,2,1,2,1,3,5
6347,3,6,1,2,1,2,2,1,5
6348,3,6,1,2,1,2,2,2,5
6349,3,6,1,2,1,2,2,3,5
6350,3,6,1,2,1,2,3,1,5
6351,3,6,1,2,1,2,3,2,5
6352,3,6,1,2,1,2,3,3,5
6353,3,6,1,2,1,2,4,1,5
6354,3,6,1,2,1,2,4,2,5
6355,3,6,1,2,1,2,4,3,5
6356,3,6,1,2,1,3,1,1,5
6357,3,6,1,2,1,3,1,2,5
6358,3,6,1,2,1,3,1,3,5
6359,3,6,1,2,1,3,2,1,5
6360,3,6,1,2,1,3,2,2,5
6361,3,6,1,2,1,3,2,3,5
6362,3,6,1,2,1,3,3,1,5
6363,3,6,1,2,1,3,3,2,5
6364,3,6,1,2,1,3,3,3,5
6365,3,6,1,2,1,3,4,1,5
6366,3,6,1,2,1,3,4,2,5
6367,3,6,1,2,1,3,4,3,5
6368,3,6,1,2,2,2,1,1,1
6369,3,6,1,2,2,2,2,1,1
6370,3,6,1,2,2,2,3,1,1
6371,3,6,1,2,2,2,4,1,1
6372,3,6,1,2,3,2,1,1,1
6373,3,6,1,2,3,2,2,1,1
6374,3,6,1,2,3,2,3,1,1
6375,3,6,1,2,3,2,4,1,1
6376,3,6,1,3,1,1,1,1,5
6377,3,6,1,3,1,1,1,2,5
6378,3,6,1,3,1,1,1,3,5
6379,3,6,1,3,1,1,2,1,5
6380,3,6,1,3,1,1,2,2,5
6381,3,6,1,3,1,1,2,3,5
6382,3,6,1,3,1,1,3,1,5
6383,3,6,1,3,1,1,3,2,5
6384,3,6,1,3,1,1,3,3,5
6385,3,6,1,3,1,1,4,1,5
6386,3,6,1,3,1,1,4,2,5
6387,3,6,1,3,1,1,4,3,5
6388,3,6,1,3,1,2,1,1,5
6389,3,6,1,3,1,2,1,2,5
6390,3,6,1,3,1,2,1,3,5
6391,3,6,1,3,1,2,2,1,5
6392,3,6,1,3,1,2,2,2,5
6393,3,6,1,3,1,2,2,3,5
6394,3,6,1,3,1,2,3,1,5
6395,3,6,1,3,1,2,3,2,5
6396,3,6,1,3,1,2,3,3,5
6397,3,6,1,3,1,2,4,1,5
6398,3,6,1,3,1,2,4,2,5
6399,3,6,1,3,1,2,4,3,5
6400,3,6,1,3,1,3,1,1,5
6401,3,6,1,3,1,3,1,2,5
6402,3,6,1,3,1,3,1,3,5
6403,3,6,1,3,1,3,2,1,5
6404,3,6,1,3,1,3,2,2,5
6405,3,6,1,3,1,3,2,3,5
6406,3,6,1,3,1,3,3,1,5
6407,3,6,1,3,1,3,3,2,5
6408,3,6,1,3,1,3,3,3,5
6409,3,6,1,3,1,3,4,1,5
6410,3,6,1,3,1,3,4,2,5
6411,3,6,1,3,1,3,4,3,5
6412,3,6,1,3,2,2,1,1,1
6413,3,6,1,3,2,2,2,1,1
6414,3,6,1,3,2,2,3,1,1
6415,3,6,1,3,2,2,4,1,1
6416,3,6,1,3,3,2,1,1,1
6417,3,6,1,3,3,2,2,1,1
6418,3,6,1,3,3,2,3,1,1
6419,3,6,1,3,3,2,4,1,1
6420,3,6,2,1,1,1,1,1,5
6421,3,6,2,1,1,1,1,2,5
6422,3,6,2,1,1,1,1,3,5
6423,3,6,2,1,1,1,2,1,5
6424,3,6,2,1,1,1,2,2,5
6425,3,6,2,1,1,1,2,3,5
6426,3,6,2,1,1,1,3,1,5
6427,3,6,2,1,1,1,3,2,5
6428,3,6,2,1,1,1,3,3,5
6429,3,6,2,1,1,1,4,1,5
6430,3,6,2,1,1,1,4,2,5
6431,3,6,2,1,1,1,4,3,5
6432,3,6,2,1,1,2,1,1,5
6433,3,6,2,1,1,2,1,2,5
6434,3,6,2,1,1,2,1,3,5
6435,3,6,2,1,1,2,2,1,5
6436,3,6,2,1,1,2,2,2,5
6437,3,6,2,1,1,2,2,3,5
6438,3,6,2,1,1,2,3,1,5
6439,3,6,2,1,1,2,3,2,5
6440,3,6,2,1,1,2,3,3,5
6441,3,6,2,1,1,2,4,1,5
6442,3,6,2,1,1,2,4,2,5
6443,3,6,2,1,1,2,4,3,5
6444,3,6,2,1,1,3,1,1,5
6445,3,6,2,1,1,3,1,2,5
6446,3,6,2,1,1,3,1,3,5
6447,3,6,2,1,1,3,2,1,5
6448,3,6,2,1,1,3,2,2,5
6449,3,6,2,1,1,3,2,3,5
6450,3,6,2,1,1,3,3,1,5
6451,3,6,2,1,1,3,3,2,5
6452,3,6,2,1,1,3,3,3,5
6453,3,6,2,1,1,3,4,1,5
6454,3,6,2,1,1,3,4,2,5
6455,3,6,2,1,1,3,4,3,5
6456,3,6,2,1,1,4,1,1,2
6457,3,6,2,1,1,4,1,2,2
6458,3,6,2,1,1,4,1,3,2
6459,3,6,2,1,1,4,2,1,2
6460,3,6,2,1,1,4,2,2,2
6461,3,6,2,1,1,4,2,3,2
6462,3,6,2,1,1,4,3,1,2
6463,3,6,2,1,1,4,3,2,2
6464,3,6,2,1,1,4,3,3,2
6465,3,6,2,1,1,4,4,1,2
6466,3,6,2,1,1,4,4,2,2
6467,3,6,2,1,1,4,4,3,2
6468,3,6,2,1,2,2,1,1,3
6469,3,6,2,1,2,2,1,2,3
6470,3,6,2,1,2,2,1,3,3
6471,3,6,2,1,2,2,2,1,3
6472,3,6,2,1,2,2,2,2,3
6473,3,6,2,1,2,2,2,3,3
6474,3,6,2,1,2,2,3,1,3
6475,3,6,2,1,2,2,3,2,3
6476,3,6,2,1,2,2,3,3,3
6477,3,6,2,1,2,2,4,1,3
6478,3,6,2,1,2,2,4,2,3
6479,3,6,2,1,2,2,4,3,3
6480,3,6,2,1,2,4,1,1,2
6481,3,6,2,1,2,4,1,2,2
6482,3,6,2,1,2,4,1,3,2
6483,3,6,2,1,2,4,2,1,2
6484,3,6,2,1,2,4,2,2,2
6485,3,6,2,1,2,4,2,3,2
6486,3,6,2,1,2,4,3,1,2
6487,3,6,2,1,2,4,3,2,2
6488,3,6,2,1,2,4,3,3,2
6489,3,6,2,1,2,4,4,1,2
6490,3,6,2,1,2,4,4,2,2
6491,3,6,2,1,2,4,4,3,2
6492,3,6,2,1,3,2,1,1,1
6493,3,6,2,1,3,2,2,1,1
6494,3,6,2,1,3,2,3,1,1
6495,3,6,2,1,3,2,4,1,1
6496,3,6,2,1,3,4,1,1,2
6497,3,6,2,1,3,4,1,2,2
6498,3,6,2,1,3,4,1,3,2
6499,3,6,2,1,3,4,2,1,2
6500,3,6,2,1,3,4,2,2,2
6501,3,6,2,1,3,4,2,3,2
6502,3,6,2,1,3,4,3,1,2
6503,3,6,2,1,3,4,3,2,2
6504,3,6,2,1,3,4,3,3,2
6505,3,6,2,1,3,4,4,1,2
6506,3,6,2,1,3,4,4,2,2
6507,3,6,2,1,3,4,4,3,2
6508,3,6,2,2,1,1,1,1,5
6509,3,6,2,2,1,1,1,2,5
6510,3,6,2,2,1,1,1,3,5
6511,3,6,2,2,1,1,2,1,5
6512,3,6,2,2,1,1,2,2,5
6513,3,6,2,2,1,1,2,3,5
6514,3,6,2,2,1,1,3,1,5
6515,3,6,2,2,1,1,3,2,5
6516,3,6,2,2,1,1,3,3,5
6517,3,6,2,2,1,1,4,1,5
6518,3,6,2,2,1,1,4,2,5
6519,3,6,2,2,1,1,4,3,5
6520,3,6,2,2,1,2,1,1,5
6521,3,6,2,2,1,2,1,2,5
6522,3,6,2,2,1,2,1,3,5
6523,3,6,2,2,1,2,2,1,5
6524,3,6,2,2,1,2,2,2,5
6525,3,6,2,2,1,2,2,3,5
6526,3,6,2,2,1,2,3,1,5
6527,3,6,2,2,1,2,3,2,5
6528,3,6,2,2,1,2,3,3,5
6529,3,6,2,2,1,2,4,1,5
6530,3,6,2,2,1,2,4,2,5
6531,3,6,2,2,1,2,4,3,5
6532,3,6,2,2,1,3,1,1,5
6533,3,6,2,2,1,3,1,2,5
6534,3,6,2,2,1,3,1,3,5
6535,3,6,2,2,1,3,2,1,5
6536,3,6,2,2,1,3,2,2,5
6537,3,6,2,2,1,3,2,3,5
6538,3,6,2,2,1,3,3,1,5
6539,3,6,2,2,1,3,3,2,5
6540,3,6,2,2,1,3,3,3,5
6541,3,6,2,2,1,3,4,1,5
6542,3,6,2,2,1,3,4,2,5
6543,3,6,2,2,1,3,4,3,5
6544,3,6,2,2,1,4,1,1,2
6545,3,6,2,2,1,4,1,2,2
6546,3,6,2,2,1,4,1,3,2
6547,3,6,2,2,1,4,2,1,2
6548,3,6,2,2,1,4,2,2,2
6549,3,6,2,2,1,4,2,3,2
6550,3,6,2,2,1,4,3,1,2
6551,3,6,2,2,1,4,3,2,2
6552,3,6,2,2,1,4,3,3,2
6553,3,6,2,2,1,4,4,1,2
6554,3,6,2,2,1,4,4,2,2
6555,3,6,2,2,1,4,4,3,2
6556,3,6,2,2,2,2,1,1,3
6557,3,6,2,2,2,2,1,2,3
6558,3,6,2,2,2,2,1,3,3
6559,3,6,2,2,2,2,2,1,3
6560,3,6,2,2,2,2,2,2,3
6561,3,6,2,2,2,2,2,3,3
6562,3,6,2,2,2,2,3,1,3
6563,3,6,2,2,2,2,3,2,3
6564,3,6,2,2,2,2,3,3,3
6565,3,6,2,2,2,2,4,1,3
6566,3,6,2,2,2,2,4,2,3
6567,3,6,2,2,2,2,4,3,3
6568,3,6,2,2,2,4,1,1,2
6569,3,6,2,2,2,4,1,2,2
6570,3,6,2,2,2,4,1,3,2
6571,3,6,2,2,2,4,2,1,2
6572,3,6,2,2,2,4,2,2,2
6573,3,6,2,2,2,4,2,3,2
6574,3,6,2,2,2,4,3,1,2
6575,3,6,2,2,2,4,3,2,2
6576,3,6,2,2,2,4,3,3,2
6577,3,6,2,2,2,4,4,1,2
6578,3,6,2,2,2,4,4,2,2
6579,3,6,2,2,2,4,4,3,2
6580,3,6,2,2,3,2,1,1,1
6581,3,6,2,2,3,2,2,1,1
6582,3,6,2,2,3,2,3,1,1
6583,3,6,2,2,3,2,4,1,1
6584,3,6,2,2,3,4,1,1,2
6585,3,6,2,2,3,4,1,2,2
6586,3,6,2,2,3,4,1,3,2
6587,3,6,2,2,3,4,2,1,2
6588,3,6,2,2,3,4,2,2,2
6589,3,6,2,2,3,4,2,3,2
6590,3,6,2,2,3,4,3,1,2
6591,3,6,2,2,3,4,3,2,2
6592,3,6,2,2,3,4,3,3,2
6593,3,6,2,2,3,4,4,1,2
6594,3,6,2,2,3,4,4,2,2
6595,3,6,2,2,3,4,4,3,2
6596,3,6,2,3,1,1,1,1,5
6597,3,6,2,3,1,1,1,2,5
6598,3,6,2,3,1,1,1,3,5
6599,3,6,2,3,1,1,2,1,5
6600,3,6,2,3,1,1,2,2,5
6601,3,6,2,3,1,1,2,3,5
6602,3,6,2,3,1,1,3,1,5
6603,3,6,2,3,1,1,3,2,5
6604,3,6,2,3,1,1,3,3,5
6605,3,6,2,3,1,1,4,1,5
6606,3,6,2,3,1,1,4,2,5
6607,3,6,2,3,1,1,4,3,5
6608,3,6,2,3,1,2,1,1,5
6609,3,6,2,3,1,2,1,2,5
6610,3,6,2,3,1,2,1,3,5
6611,3,6,2,3,1,2,2,1,5
6612,3,6,2,3,1,2,2,2,5
6613,3,6,2,3,1,2,2,3,5
6614,3,6,2,3,1,2,3,1,5
6615,3,6,2,3,1,2,3,2,5
6616,3,6,2,3,1,2,3,3,5
6617,3,6,2,3,1,2,4,1,5
6618,3,6,2,3,1,2,4,2,5
6619,3,6,2,3,1,2,4,3,5
6620,3,6,2,3,1,3,1,1,5
6621,3,6,2,3,1,3,1,2,5
6622,3,6,2,3,1,3,1,3,5
6623,3,6,2,3,1,3,2,1,5
6624,3,6,2,3,1,3,2,2,5
6625,3,6,2,3,1,3,2,3,5
6626,3,6,2,3,1,3,3,1,5
6627,3,6,2,3,1,3,3,2,5
6628,3,6,2,3,1,3,3,3,5
6629,3,6,2,3,1,3,4,1,5
6630,3,6,2,3,1,3,4,2,5
6631,3,6,2,3,1,3,4,3,5
6632,3,6,2,3,1,4,1,1,2
6633,3,6,2,3,1,4,1,2,2
6634,3,6,2,3,1,4,1,3,2
6635,3,6,2,3,1,4,2,1,2
6636,3,6,2,3,1,4,2,2,2
6637,3,6,2,3,1,4,2,3,2
6638,3,6,2,3,1,4,3,1,2
6639,3,6,2,3,1,4,3,2,2
6640,3,6,2,3,1,4,3,3,2
6641,3,6,2,3,1,4,4,1,2
6642,3,6,2,3,1,4,4,2,2
6643,3,6,2,3,1,4,4,3,2
6644,3,6,2,3,2,2,1,1,3
6645,3,6,2,3,2,2,1,2,3
6646,3,6,2,3,2,2,1,3,3
6647,3,6,2,3,2,2,2,1,3
6648,3,6,2,3,2,2,2,2,3
6649,3,6,2,3,2,2,2,3,3
6650,3,6,2,3,2,2,3,1,3
6651,3,6,2,3,2,2,3,2,3
6652,3,6,2,3,2,2,3,3,3
6653,3,6,2,3,2,2,4,1,3
6654,3,6,2,3,2,2,4,2,3
6655,3,6,2,3,2,2,4,3,3
6656,3,6,2,3,2,4,1,1,2
6657,3,6,2,3,2,4,1,2,2
6658,3,6,2,3,2,4,1,3,2
6659,3,6,2,3,2,4,2,1,2
6660,3,6,2,3,2,4,2,2,2
6661,3,6,2,3,2,4,2,3,2
6662,3,6,2,3,2,4,3,1,2
6663,3,6,2,3,2,4,3,2,2
6664,3,6,2,3,2,4,3,3,2
6665,3,6,2,3,2,4,4,1,2
6666,3,6,2,3,2,4,4,2,2
6667,3,6,2,3,2,4,4,3,2
6668,3,6,2,3,3,2,1,1,1
6669,3,6,2,3,3,2,2,1,1
6670,3,6,2,3,3,2,3,1,1
6671,3,6,2,3,3,2,4,1,1
6672,3,6,2,3,3,4,1,1,2
6673,3,6,2,3,3,4,1,2,2
6674,3,6,2,3,3,4,1,3,2
6675,3,6,2,3,3,4,2,1,2
6676,3,6,2,3,3,4,2,2,2
6677,3,6,2,3,3,4,2,3,2
6678,3,6,2,3,3,4,3,1,2
6679,3,6,2,3,3,4,3,2,2
6680,3,6,2,3,3,4,3,3,2
6681,3,6,2,3,3,4,4,1,2
6682,3,6,2,3,3,4,4,2,2
6683,3,6,2,3,3,4,4,3,2
6684,3,6,3,1,1,1,1,1,5
6685,3,6,3,1,1,1,1,2,5
6686,3,6,3,1,1,1,1,3,5
6687,3,6,3,1,1,1,2,1,5
6688,3,6,3,1,1,1,2,2,5
6689,3,6,3,1,1,1,2,3,5
6690,3,6,3,1,1,1,3,1,5
6691,3,6,3,1,1,1,3,2,5
6692,3,6,3,1,1,1,3,3,5
6693,3,6,3,1,1,1,4,1,5
6694,3,6,3,1,1,1,4,2,5
6695,3,6,3,1,1,1,4,3,5
6696,3,6,3,1,1,2,1,1,5
6697,3,6,3,1,1,2,1,2,5
6698,3,6,3,1,1,2,1,3,5
6699,3,6,3,1,1,2,2,1,5
6700,3,6,3,1,1,2,2,2,5
6701,3,6,3,1,1,2,2,3,5
6702,3,6,3,1,1,2,3,1,5
6703,3,6,3,1,1,2,3,2,5
6704,3,6,3,1,1,2,3,3,5
6705,3,6,3,1,1,2,4,1,5
