Food,B,C,D,E,F,G,H,I,J
6052,3,5,2,1,1,3,2,2,4
6053,3,5,2,1,1,3,2,3,4
6054,3,5,2,1,1,3,3,1,4
6055,3,5,2,1,1,3,3,2,4
6056,3,5,2,1,1,3,3,3,4
6057,3,5,2,1,1,3,4,1,4
6058,3,5,2,1,1,3,4,2,4
6059,3,5,2,1,1,3,4,3,4
6060,3,5,2,1,2,2,1,1,9
6061,3,5,2,1,2,2,2,1,9
6062,3,5,2,1,2,2,3,1,9
6063,3,5,2,1,2,2,4,1,9
6064,3,5,2,1,3,2,1,1,9
6065,3,5,2,1,3,2,2,1,9
6066,3,5,2,1,3,2,3,1,9
6067,3,5,2,1,3,2,4,1,9
6068,3,5,2,2,1,1,1,1,4
6069,3,5,2,2,1,1,1,2,4
6070,3,5,2,2,1,1,1,3,4
6071,3,5,2,2,1,1,2,1,4
6072,3,5,2,2,1,1,2,2,4
6073,3,5,2,2,1,1,2,3,4
6074,3,5,2,2,1,1,3,1,4
6075,3,5,2,2,1,1,3,2,4
6076,3,5,2,2,1,1,3,3,4
6077,3,5,2,2,1,1,4,1,4
6078,3,5,2,2,1,1,4,2,4
6079,3,5,2,2,1,1,4,3,4
6080,3,5,2,2,1,2,1,1,4
6081,3,5,2,2,1,2,1,2,4
6082,3,5,2,2,1,2,1,3,4
6083,3,5,2,2,1,2,2,1,4
6084,3,5,2,2,1,2,2,2,4
6085,3,5,2,2,1,2,2,3,4
6086,3,5,2,2,1,2,3,1,4
6087,3,5,2,2,1,2,3,2,4
6088,3,5,2,2,1,2,3,3,4
6089,3,5,2,2,1,2,4,1,4
6090,3,5,2,2,1,2,4,2,4
6091,3,5,2,2,1,2,4,3,4
6092,3,5,2,2,1,3,1,1,4
6093,3,5,2,2,1,3,1,2,4
6094,3,5,2,2,1,3,1,3,4
6095,3,5,2,2,1,3,2,1,4
6096,3,5,2,2,1,3,2,2,4
6097,3,5,2,2,1,3,2,3,4
6098,3,5,2,2,1,3,3,1,4
6099,3,5,2,2,1,3,3,2,4
6100,3,5,2,2,1,3,3,3,4
6101,3,5,2,2,1,3,4,1,4
6102,3,5,2,2,1,3,4,2,4
6103,3,5,2,2,1,3,4,3,4
6104,3,5,2,2,2,2,1,1,9
6105,3,5,2,2,2,2,2,1,9
6106,3,5,2,2,2,2,3,1,9
6107,3,5,2,2,2,2,4,1,9
6108,3,5,2,2,3,2,1,1,9
6109,3,5,2,2,3,2,2,1,9
6110,3,5,2,2,3,2,3,1,9
6111,3,5,2,2,3,2,4,1,9
6112,3,5,2,3,1,1,1,1,4
6113,3,5,2,3,1,1,1,2,4
6114,3,5,2,3,1,1,1,3,4
6115,3,5,2,3,1,1,2,1,4
6116,3,5,2,3,1,1,2,2,4
6117,3,5,2,3,1,1,2,3,4
6118,3,5,2,3,1,1,3,1,4
6119,3,5,2,3,1,1,3,2,4
6120,3,5,2,3,1,1,3,3,4
6121,3,5,2,3,1,1,4,1,4
6122,3,5,2,3,1,1,4,2,4
6123,3,5,2,3,1,1,4,3,4
6124,3,5,2,3,1,2,1,1,4
6125,3,5,2,3,1,2,1,2,4
6126,3,5,2,3,1,2,1,3,4
6127,3,5,2,3,1,2,2,1,4
6128,3,5,2,3,1,2,2,2,4
6129,3,5,2,3,1,2,2,3,4
6130,3,5,2,3,1,2,3,1,4
6131,3,5,2,3,1,2,3,2,4
6132,3,5,2,3,1,2,3,3,4
6133,3,5,2,3,1,2,4,1,4
6134,3,5,2,3,1,2,4,2,4
6135,3,5,2,3,1,2,4,3,4
6136,3,5,2,3,1,3,1,1,4
6137,3,5,2,3,1,3,1,2,4
6138,3,5,2,3,1,3,1,3,4
6139,3,5,2,3,1,3,2,1,4
6140,3,5,2,3,1,3,2,2,4
6141,3,5,2,3,1,3,2,3,4
6142,3,5,2,3,1,3,3,1,4
6143,3,5,2,3,1,3,3,2,4
6144,3,5,2,3,1,3,3,3,4
6145,3,5,2,3,1,3,4,1,4
6146,3,5,2,3,1,3,4,2,4
6147,3,5,2,3,1,3,4,3,4
6148,3,5,2,3,2,2,1,1,9
6149,3,5,2,3,2,2,2,1,9
6150,3,5,2,3,2,2,3,1,9
6151,3,5,2,3,2,2,4,1,9
6152,3,5,2,3,3,2,1,1,9
6153,3,5,2,3,3,2,2,1,9
6154,3,5,2,3,3,2,3,1,9
6155,3,5,2,3,3,2,4,1,9
6156,3,5,3,1,1,1,1,1,4
6157,3,5,3,1,1,1,1,2,4
6158,3,5,3,1,1,1,1,3,4
6159,3,5,3,1,1,1,2,1,4
6160,3,5,3,1,1,1,2,2,4
6161,3,5,3,1,1,1,2,3,4
6162,3,5,3,1,1,1,3,1,4
6163,3,5,3,1,1,1,3,2,4
6164,3,5,3,1,1,1,3,3,4
6165,3,5,3,1,1,1,4,1,4
6166,3,5,3,1,1,1,4,2,4
6167,3,5,3,1,1,1,4,3,4
6168,3,5,3,1,1,2,1,1,4
6169,3,5,3,1,1,2,1,2,4
6170,3,5,3,1,1,2,1,3,4
6171,3,5,3,1,1,2,2,1,4
6172,3,5,3,1,1,2,2,2,4
6173,3,5,3,1,1,2,2,3,4
6174,3,5,3,1,1,2,3,1,4
6175,3,5,3,1,1,2,3,2,4
6176,3,5,3,1,1,2,3,3,4
6177,3,5,3,1,1,2,4,1,4
6178,3,5,3,1,1,2,4,2,4
6179,3,5,3,1,1,2,4,3,4
6180,3,5,3,1,1,3,1,1,4
6181,3,5,3,1,1,3,1,2,4
6182,3,5,3,1,1,3,1,3,4
6183,3,5,3,1,1,3,2,1,4
6184,3,5,3,1,1,3,2,2,4
6185,3,5,3,1,1,3,2,3,4
6186,3,5,3,1,1,3,3,1,4
6187,3,5,3,1,1,3,3,2,4
6188,3,5,3,1,1,3,3,3,4
6189,3,5,3,1,1,3,4,1,4
6190,3,5,3,1,1,3,4,2,4
6191,3,5,3,1,1,3,4,3,4
6192,3,5,3,1,2,2,1,1,9
6193,3,5,3,1,2,2,2,1,9
6194,3,5,3,1,2,2,3,1,9
6195,3,5,3,1,2,2,4,1,9
6196,3,5,3,1,3,2,1,1,9
6197,3,5,3,1,3,2,2,1,9
6198,3,5,3,1,3,2,3,1,9
6199,3,5,3,1,3,2,4,1,9
6200,3,5,3,2,1,1,1,1,4
6201,3,5,3,2,1,1,1,2,4
6202,3,5,3,2,1,1,1,3,4
6203,3,5,3,2,1,1,2,1,4
6204,3,5,3,2,1,1,2,2,4
6205,3,5,3,2,1,1,2,3,4
6206,3,5,3,2,1,1,3,1,4
6207,3,5,3,2,1,1,3,2,4
6208,3,5,3,2,1,1,3,3,4
6209,3,5,3,2,1,1,4,1,4
6210,3,5,3,2,1,1,4,2,4
6211,3,5,3,2,1,1,4,3,4
6212,3,5,3,2,1,2,1,1,4
6213,3,5,3,2,1,2,1,2,4
6214,3,5,3,2,1,2,1,3,4
6215,3,5,3,2,1,2,2,1,4
6216,3,5,3,2,1,2,2,2,4
6217,3,5,3,2,1,2,2,3,4
6218,3,5,3,2,1,2,3,1,4
6219,3,5,3,2,1,2,3,2,4
6220,3,5,3,2,1,2,3,3,4
6221,3,5,3,2,1,2,4,1,4
6222,3,5,3,2,1,2,4,2,4
6223,3,5,3,2,1,2,4,3,4
6224,3,5,3,2,1,3,1,1,4
6225,3,5,3,2,1,3,1,2,4
6226,3,5,3,2,1,3,1,3,4
6227,3,5,3,2,1,3,2,1,4
6228,3,5,3,2,1,3,2,2,4
6229,3,5,3,2,1,3,2,3,4
6230,3,5,3,2,1,3,3,1,4
6231,3,5,3,2,1,3,3,2,4
6232,3,5,3,2,1,3,3,3,4
6233,3,5,3,2,1,3,4,1,4
6234,3,5,3,2,1,3,4,2,4
6235,3,5,3,2,1,3,4,3,4
6236,3,5,3,2,2,2,1,1,9
6237,3,5,3,2,2,2,2,1,9
6238,3,5,3,2,2,2,3,1,9
6239,3,5,3,2,2,2,4,1,9
6240,3,5,3,2,3,2,1,1,9
6241,3,5,3,2,3,2,2,1,9
6242,3,5,3,2,3,2,3,1,9
6243,3,5,3,2,3,2,4,1,9
6244,3,5,3,3,1,1,1,1,4
6245,3,5,3,3,1,1,1,2,4
6246,3,5,3,3,1,1,1,3,4
6247,3,5,3,3,1,1,2,1,4
6248,3,5,3,3,1,1,2,2,4
6249,3,5,3,3,1,1,2,3,4
6250,3,5,3,3,1,1,3,1,4
6251,3,5,3,3,1,1,3,2,4
6252,3,5,3,3,1,1,3,3,4
6253,3,5,3,3,1,1,4,1,4
6254,3,5,3,3,1,1,4,2,4
6255,3,5,3,3,1,1,4,3,4
6256,3,5,3,3,1,2,1,1,4
6257,3,5,3,3,1,2,1,2,4
6258,3,5,3,3,1,2,1,3,4
6259,3,5,3,3,1,2,2,1,4
6260,3,5,3,3,1,2,2,2,4
6261,3,5,3,3,1,2,2,3,4
6262,3,5,3,3,1,2,3,1,4
6263,3,5,3,3,1,2,3,2,4
6264,3,5,3,3,1,2,3,3,4
6265,3,5,3,3,1,2,4,1,4
6266,3,5,3,3,1,2,4,2,4
6267,3,5,3,3,1,2,4,3,4
6268,3,5,3,3,1,3,1,1,4
6269,3,5,3,3,1,3,1,2,4
6270,3,5,3,3,1,3,1,3,4
6271,3,5,3,3,1,3,2,1,4
6272,3,5,3,3,1,3,2,2,4
6273,3,5,3,3,1,3,2,3,4
6274,3,5,3,3,1,3,3,1,4
6275,3,5,3,3,1,3,3,2,4
6276,3,5,3,3,1,3,3,3,4
6277,3,5,3,3,1,3,4,1,4
6278,3,5,3,3,1,3,4,2,4
6279,3,5,3,3,1,3,4,3,4
6280,3,5,3,3,2,2,1,1,9
6281,3,5,3,3,2,2,2,1,9
6282,3,5,3,3,2,2,3,1,9
6283,3,5,3,3,2,2,4,1,9
6284,3,5,3,3,3,2,1,1,9
6285,3,5,3,3,3,2,2,1,9
6286,3,5,3,3,3,2,3,1,9
6287,3,5,3,3,3,2,4,1,9
6288,3,6,1,1,1,1,1,1,4
6289,3,6,1,1,1,1,1,2,4
6290,3,6,1,1,1,1,1,3,4
6291,3,6,1,1,1,1,2,1,4
6292,3,6,1,1,1,1,2,2,4
6293,3,6,1,1,1,1,2,3,4
6294,3,6,1,1,1,1,3,1,4
6295,3,6,1,1,1,1,3,2,4
6296,3,6,1,1,1,1,3,3,4
6297,3,6,1,1,1,1,4,1,4
6298,3,6,1,1,1,1,4,2,4
6299,3,6,1,1,1,1,4,3,4
6300,3,6,1,1,1,2,1,1,4
6301,3,6,1,1,1,2,1,2,4
6302,3,6,1,1,1,2,1,3,4
6303,3,6,1,1,1,2,2,1,4
6304,3,6,1,1,1,2,2,2,4
6305,3,6,1,1,1,2,2,3,4
6306,3,6,1,1,1,2,3,1,4
6307,3,6,1,1,1,2,3,2,4
6308,3,6,1,1,1,2,3,3,4
6309,3,6,1,1,1,2,4,1,4
6310,3,6,1,1,1,2,4,2,4
6311,3,6,1,1,1,2,4,3,4
6312,3,6,1,1,1,3,1,1,4
6313,3,6,1,1,1,3,1,2,4
6314,3,6,1,1,1,3,1,3,4
6315,3,6,1,1,1,3,2,1,4
6316,3,6,1,1,1,3,2,2,4
6317,3,6,1,1,1,3,2,3,4
6318,3,6,1,1,1,3,3,1,4
6319,3,6,1,1,1,3,3,2,4
6320,3,6,1,1,1,3,3,3,4
6321,3,6,1,1,1,3,4,1,4
6322,3,6,1,1,1,3,4,2,4
6323,3,6,1,1,1,3,4,3,4
6324,3,6,1,1,2,2,1,1,9
6325,3,6,1,1,2,2,2,1,9
6326,3,6,1,1,2,2,3,1,9
6327,3,6,1,1,2,2,4,1,9
6328,3,6,1,1,3,2,1,1,9
6329,3,6,1,1,3,2,2,1,9
6330,3,6,1,1,3,2,3,1,9
6331,3,6,1,1,3,2,4,1,9
6332,3,6,1,2,1,1,1,1,4
6333,3,6,1,2,1,1,1,2,4
6334,3,6,1,2,1,1,1,3,4
6335,3,6,1,2,1,1,2,1,4
6336,3,6,1,2,1,1,2,2,4
6337,3,6,1,2,1,1,2,3,4
6338,3,6,1,2,1,1,3,1,4
6339,3,6,1,2,1,1,3,2,4
6340,3,6,1,2,1,1,3,3,4
6341,3,6,1,2,1,1,4,1,4
6342,3,6,1,2,1,1,4,2,4
6343,3,6,1,2,1,1,4,3,4
6344,3,6,1,2,1,2,1,1,4
6345,3,6,1,2,1,2,1,2,4
6346,3,6,1,2,1,2,1,3,4
6347,3,6,1,2,1,2,2,1,4
6348,3,6,1,2,1,2,2,2,4
6349,3,6,1,2,1,2,2,3,4
6350,3,6,1,2,1,2,3,1,4
6351,3,6,1,2,1,2,3,2,4
6352,3,6,1,2,1,2,3,3,4
6353,3,6,1,2,1,2,4,1,4
6354,3,6,1,2,1,2,4,2,4
6355,3,6,1,2,1,2,4,3,4
6356,3,6,1,2,1,3,1,1,4
6357,3,6,1,2,1,3,1,2,4
6358,3,6,1,2,1,3,1,3,4
6359,3,6,1,2,1,3,2,1,4
6360,3,6,1,2,1,3,2,2,4
6361,3,6,1,2,1,3,2,3,4
6362,3,6,1,2,1,3,3,1,4
6363,3,6,1,2,1,3,3,2,4
6364,3,6,1,2,1,3,3,3,4
6365,3,6,1,2,1,3,4,1,4
6366,3,6,1,2,1,3,4,2,4
6367,3,6,1,2,1,3,4,3,4
6368,3,6,1,2,2,2,1,1,9
6369,3,6,1,2,2,2,2,1,9
6370,3,6,1,2,2,2,3,1,9
6371,3,6,1,2,2,2,4,1,9
6372,3,6,1,2,3,2,1,1,9
6373,3,6,1,2,3,2,2,1,9
6374,3,6,1,2,3,2,3,1,9
6375,3,6,1,2,3,2,4,1,9
6376,3,6,1,3,1,1,1,1,4
6377,3,6,1,3,1,1,1,2,4
6378,3,6,1,3,1,1,1,3,4
6379,3,6,1,3,1,1,2,1,4
6380,3,6,1,3,1,1,2,2,4
6381,3,6,1,3,1,1,2,3,4
6382,3,6,1,3,1,1,3,1,4
6383,3,6,1,3,1,1,3,2,4
6384,3,6,1,3,1,1,3,3,4
6385,3,6,1,3,1,1,4,1,4
6386,3,6,1,3,1,1,4,2,4
6387,3,6,1,3,1,1,4,3,4
6388,3,6,1,3,1,2,1,1,4
6389,3,6,1,3,1,2,1,2,4
6390,3,6,1,3,1,2,1,3,4
6391,3,6,1,3,1,2,2,1,4
6392,3,6,1,3,1,2,2,2,4
6393,3,6,1,3,1,2,2,3,4
6394,3,6,1,3,1,2,3,1,4
6395,3,6,1,3,1,2,3,2,4
6396,3,6,1,3,1,2,3,3,4
6397,3,6,1,3,1,2,4,1,4
6398,3,6,1,3,1,2,4,2,4
6399,3,6,1,3,1,2,4,3,4
6400,3,6,1,3,1,3,1,1,4
6401,3,6,1,3,1,3,1,2,4
6402,3,6,1,3,1,3,1,3,4
6403,3,6,1,3,1,3,2,1,4
6404,3,6,1,3,1,3,2,2,4
6405,3,6,1,3,1,3,2,3,4
6406,3,6,1,3,1,3,3,1,4
6407,3,6,1,3,1,3,3,2,4
6408,3,6,1,3,1,3,3,3,4
6409,3,6,1,3,1,3,4,1,4
6410,3,6,1,3,1,3,4,2,4
6411,3,6,1,3,1,3,4,3,4
6412,3,6,1,3,2,2,1,1,9
6413,3,6,1,3,2,2,2,1,9
6414,3,6,1,3,2,2,3,1,9
6415,3,6,1,3,2,2,4,1,9
6416,3,6,1,3,3,2,1,1,9
6417,3,6,1,3,3,2,2,1,9
6418,3,6,1,3,3,2,3,1,9
6419,3,6,1,3,3,2,4,1,9
6420,3,6,2,1,1,1,1,1,4
6421,3,6,2,1,1,1,1,2,4
6422,3,6,2,1,1,1,1,3,4
6423,3,6,2,1,1,1,2,1,4
6424,3,6,2,1,1,1,2,2,4
6425,3,6,2,1,1,1,2,3,4
6426,3,6,2,1,1,1,3,1,4
6427,3,6,2,1,1,1,3,2,4
6428,3,6,2,1,1,1,3,3,4
6429,3,6,2,1,1,1,4,1,4
6430,3,6,2,1,1,1,4,2,4
6431,3,6,2,1,1,1,4,3,4
6432,3,6,2,1,1,2,1,1,4
6433,3,6,2,1,1,2,1,2,4
6434,3,6,2,1,1,2,1,3,4
6435,3,6,2,1,1,2,2,1,4
6436,3,6,2,1,1,2,2,2,4
6437,3,6,2,1,1,2,2,3,4
6438,3,6,2,1,1,2,3,1,4
6439,3,6,2,1,1,2,3,2,4
6440,3,6,2,1,1,2,3,3,4
6441,3,6,2,1,1,2,4,1,4
6442,3,6,2,1,1,2,4,2,4
6443,3,6,2,1,1,2,4,3,4
6444,3,6,2,1,1,3,1,1,4
6445,3,6,2,1,1,3,1,2,4
6446,3,6,2,1,1,3,1,3,4
6447,3,6,2,1,1,3,2,1,4
6448,3,6,2,1,1,3,2,2,4
6449,3,6,2,1,1,3,2,3,4
6450,3,6,2,1,1,3,3,1,4
6451,3,6,2,1,1,3,3,2,4
6452,3,6,2,1,1,3,3,3,4
6453,3,6,2,1,1,3,4,1,4
6454,3,6,2,1,1,3,4,2,4
6455,3,6,2,1,1,3,4,3,4
6456,3,6,2,1,1,4,1,1,5
6457,3,6,2,1,1,4,1,2,5
6458,3,6,2,1,1,4,1,3,5
6459,3,6,2,1,1,4,2,1,5
6460,3,6,2,1,1,4,2,2,5
6461,3,6,2,1,1,4,2,3,5
6462,3,6,2,1,1,4,3,1,5
6463,3,6,2,1,1,4,3,2,5
6464,3,6,2,1,1,4,3,3,5
6465,3,6,2,1,1,4,4,1,5
6466,3,6,2,1,1,4,4,2,5
6467,3,6,2,1,1,4,4,3,5
6468,3,6,2,1,2,2,1,1,9
6469,3,6,2,1,2,2,1,2,9
6470,3,6,2,1,2,2,1,3,9
6471,3,6,2,1,2,2,2,1,9
6472,3,6,2,1,2,2,2,2,9
6473,3,6,2,1,2,2,2,3,9
6474,3,6,2,1,2,2,3,1,9
6475,3,6,2,1,2,2,3,2,9
6476,3,6,2,1,2,2,3,3,9
6477,3,6,2,1,2,2,4,1,9
6478,3,6,2,1,2,2,4,2,9
6479,3,6,2,1,2,2,4,3,9
6480,3,6,2,1,2,4,1,1,5
6481,3,6,2,1,2,4,1,2,5
6482,3,6,2,1,2,4,1,3,5
6483,3,6,2,1,2,4,2,1,5
6484,3,6,2,1,2,4,2,2,5
6485,3,6,2,1,2,4,2,3,5
6486,3,6,2,1,2,4,3,1,5
6487,3,6,2,1,2,4,3,2,5
6488,3,6,2,1,2,4,3,3,5
6489,3,6,2,1,2,4,4,1,5
6490,3,6,2,1,2,4,4,2,5
6491,3,6,2,1,2,4,4,3,5
6492,3,6,2,1,3,2,1,1,9
6493,3,6,2,1,3,2,2,1,9
6494,3,6,2,1,3,2,3,1,9
6495,3,6,2,1,3,2,4,1,9
6496,3,6,2,1,3,4,1,1,5
6497,3,6,2,1,3,4,1,2,5
6498,3,6,2,1,3,4,1,3,5
6499,3,6,2,1,3,4,2,1,5
6500,3,6,2,1,3,4,2,2,5
6501,3,6,2,1,3,4,2,3,5
6502,3,6,2,1,3,4,3,1,5
6503,3,6,2,1,3,4,3,2,5
6504,3,6,2,1,3,4,3,3,5
6505,3,6,2,1,3,4,4,1,5
6506,3,6,2,1,3,4,4,2,5
6507,3,6,2,1,3,4,4,3,5
6508,3,6,2,2,1,1,1,1,4
6509,3,6,2,2,1,1,1,2,4
6510,3,6,2,2,1,1,1,3,4
6511,3,6,2,2,1,1,2,1,4
6512,3,6,2,2,1,1,2,2,4
6513,3,6,2,2,1,1,2,3,4
6514,3,6,2,2,1,1,3,1,4
6515,3,6,2,2,1,1,3,2,4
6516,3,6,2,2,1,1,3,3,4
6517,3,6,2,2,1,1,4,1,4
6518,3,6,2,2,1,1,4,2,4
6519,3,6,2,2,1,1,4,3,4
6520,3,6,2,2,1,2,1,1,4
6521,3,6,2,2,1,2,1,2,4
6522,3,6,2,2,1,2,1,3,4
6523,3,6,2,2,1,2,2,1,4
6524,3,6,2,2,1,2,2,2,4
6525,3,6,2,2,1,2,2,3,4
6526,3,6,2,2,1,2,3,1,4
6527,3,6,2,2,1,2,3,2,4
6528,3,6,2,2,1,2,3,3,4
6529,3,6,2,2,1,2,4,1,4
6530,3,6,2,2,1,2,4,2,4
6531,3,6,2,2,1,2,4,3,4
6532,3,6,2,2,1,3,1,1,4
6533,3,6,2,2,1,3,1,2,4
6534,3,6,2,2,1,3,1,3,4
6535,3,6,2,2,1,3,2,1,4
6536,3,6,2,2,1,3,2,2,4
6537,3,6,2,2,1,3,2,3,4
6538,3,6,2,2,1,3,3,1,4
6539,3,6,2,2,1,3,3,2,4
6540,3,6,2,2,1,3,3,3,4
6541,3,6,2,2,1,3,4,1,4
6542,3,6,2,2,1,3,4,2,4
6543,3,6,2,2,1,3,4,3,4
6544,3,6,2,2,1,4,1,1,5
6545,3,6,2,2,1,4,1,2,5
6546,3,6,2,2,1,4,1,3,5
6547,3,6,2,2,1,4,2,1,5
6548,3,6,2,2,1,4,2,2,5
6549,3,6,2,2,1,4,2,3,5
6550,3,6,2,2,1,4,3,1,5
6551,3,6,2,2,1,4,3,2,5
6552,3,6,2,2,1,4,3,3,5
6553,3,6,2,2,1,4,4,1,5
6554,3,6,2,2,1,4,4,2,5
6555,3,6,2,2,1,4,4,3,5
6556,3,6,2,2,2,2,1,1,9
6557,3,6,2,2,2,2,1,2,9
6558,3,6,2,2,2,2,1,3,9
6559,3,6,2,2,2,2,2,1,9
6560,3,6,2,2,2,2,2,2,9
6561,3,6,2,2,2,2,2,3,9
6562,3,6,2,2,2,2,3,1,9
6563,3,6,2,2,2,2,3,2,9
6564,3,6,2,2,2,2,3,3,9
6565,3,6,2,2,2,2,4,1,9
6566,3,6,2,2,2,2,4,2,9
6567,3,6,2,2,2,2,4,3,9
6568,3,6,2,2,2,4,1,1,5
6569,3,6,2,2,2,4,1,2,5
6570,3,6,2,2,2,4,1,3,5
6571,3,6,2,2,2,4,2,1,5
6572,3,6,2,2,2,4,2,2,5
6573,3,6,2,2,2,4,2,3,5
6574,3,6,2,2,2,4,3,1,5
6575,3,6,2,2,2,4,3,2,5
6576,3,6,2,2,2,4,3,3,5
6577,3,6,2,2,2,4,4,1,5
6578,3,6,2,2,2,4,4,2,5
6579,3,6,2,2,2,4,4,3,5
6580,3,6,2,2,3,2,1,1,9
6581,3,6,2,2,3,2,2,1,9
6582,3,6,2,2,3,2,3,1,9
6583,3,6,2,2,3,2,4,1,9
6584,3,6,2,2,3,4,1,1,5
6585,3,6,2,2,3,4,1,2,5
6586,3,6,2,2,3,4,1,3,5
6587,3,6,2,2,3,4,2,1,5
6588,3,6,2,2,3,4,2,2,5
6589,3,6,2,2,3,4,2,3,5
6590,3,6,2,2,3,4,3,1,5
6591,3,6,2,2,3,4,3,2,5
6592,3,6,2,2,3,4,3,3,5
6593,3,6,2,2,3,4,4,1,5
6594,3,6,2,2,3,4,4,2,5
6595,3,6,2,2,3,4,4,3,5
6596,3,6,2,3,1,1,1,1,4
6597,3,6,2,3,1,1,1,2,4
6598,3,6,2,3,1,1,1,3,4
6599,3,6,2,3,1,1,2,1,4
6600,3,6,2,3,1,1,2,2,4
6601,3,6,2,3,1,1,2,3,4
6602,3,6,2,3,1,1,3,1,4
6603,3,6,2,3,1,1,3,2,4
6604,3,6,2,3,1,1,3,3,4
6605,3,6,2,3,1,1,4,1,4
6606,3,6,2,3,1,1,4,2,4
6607,3,6,2,3,1,1,4,3,4
6608,3,6,2,3,1,2,1,1,4
6609,3,6,2,3,1,2,1,2,4
6610,3,6,2,3,1,2,1,3,4
6611,3,6,2,3,1,2,2,1,4
6612,3,6,2,3,1,2,2,2,4
6613,3,6,2,3,1,2,2,3,4
6614,3,6,2,3,1,2,3,1,4
6615,3,6,2,3,1,2,3,2,4
6616,3,6,2,3,1,2,3,3,4
6617,3,6,2,3,1,2,4,1,4
6618,3,6,2,3,1,2,4,2,4
6619,3,6,2,3,1,2,4,3,4
6620,3,6,2,3,1,3,1,1,4
6621,3,6,2,3,1,3,1,2,4
6622,3,6,2,3,1,3,1,3,4
6623,3,6,2,3,1,3,2,1,4
6624,3,6,2,3,1,3,2,2,4
6625,3,6,2,3,1,3,2,3,4
6626,3,6,2,3,1,3,3,1,4
6627,3,6,2,3,1,3,3,2,4
6628,3,6,2,3,1,3,3,3,4
6629,3,6,2,3,1,3,4,1,4
6630,3,6,2,3,1,3,4,2,4
6631,3,6,2,3,1,3,4,3,4
6632,3,6,2,3,1,4,1,1,5
6633,3,6,2,3,1,4,1,2,5
6634,3,6,2,3,1,4,1,3,5
6635,3,6,2,3,1,4,2,1,5
6636,3,6,2,3,1,4,2,2,5
6637,3,6,2,3,1,4,2,3,5
6638,3,6,2,3,1,4,3,1,5
6639,3,6,2,3,1,4,3,2,5
6640,3,6,2,3,1,4,3,3,5
6641,3,6,2,3,1,4,4,1,5
6642,3,6,2,3,1,4,4,2,5
6643,3,6,2,3,1,4,4,3,5
6644,3,6,2,3,2,2,1,1,9
6645,3,6,2,3,2,2,1,2,9
6646,3,6,2,3,2,2,1,3,9
6647,3,6,2,3,2,2,2,1,9
6648,3,6,2,3,2,2,2,2,9
6649,3,6,2,3,2,2,2,3,9
6650,3,6,2,3,2,2,3,1,9
6651,3,6,2,3,2,2,3,2,9
6652,3,6,2,3,2,2,3,3,9
6653,3,6,2,3,2,2,4,1,9
6654,3,6,2,3,2,2,4,2,9
6655,3,6,2,3,2,2,4,3,9
6656,3,6,2,3,2,4,1,1,5
6657,3,6,2,3,2,4,1,2,5
6658,3,6,2,3,2,4,1,3,5
6659,3,6,2,3,2,4,2,1,5
6660,3,6,2,3,2,4,2,2,5
6661,3,6,2,3,2,4,2,3,5
6662,3,6,2,3,2,4,3,1,5
6663,3,6,2,3,2,4,3,2,5
6664,3,6,2,3,2,4,3,3,5
6665,3,6,2,3,2,4,4,1,5
6666,3,6,2,3,2,4,4,2,5
6667,3,6,2,3,2,4,4,3,5
6668,3,6,2,3,3,2,1,1,9
6669,3,6,2,3,3,2,2,1,9
6670,3,6,2,3,3,2,3,1,9
6671,3,6,2,3,3,2,4,1,9
6672,3,6,2,3,3,4,1,1,5
6673,3,6,2,3,3,4,1,2,5
6674,3,6,2,3,3,4,1,3,5
6675,3,6,2,3,3,4,2,1,5
6676,3,6,2,3,3,4,2,2,5
6677,3,6,2,3,3,4,2,3,5
6678,3,6,2,3,3,4,3,1,5
6679,3,6,2,3,3,4,3,2,5
6680,3,6,2,3,3,4,3,3,5
6681,3,6,2,3,3,4,4,1,5
6682,3,6,2,3,3,4,4,2,5
6683,3,6,2,3,3,4,4,3,5
6684,3,6,3,1,1,1,1,1,4
6685,3,6,3,1,1,1,1,2,4
6686,3,6,3,1,1,1,1,3,4
6687,3,6,3,1,1,1,2,1,4
6688,3,6,3,1,1,1,2,2,4
6689,3,6,3,1,1,1,2,3,4
6690,3,6,3,1,1,1,3,1,4
6691,3,6,3,1,1,1,3,2,4
6692,3,6,3,1,1,1,3,3,4
6693,3,6,3,1,1,1,4,1,4
6694,3,6,3,1,1,1,4,2,4
6695,3,6,3,1,1,1,4,3,4
6696,3,6,3,1,1,2,1,1,4
6697,3,6,3,1,1,2,1,2,4
6698,3,6,3,1,1,2,1,3,4
6699,3,6,3,1,1,2,2,1,4
6700,3,6,3,1,1,2,2,2,4
6701,3,6,3,1,1,2,2,3,4
6702,3,6,3,1,1,2,3,1,4
6703,3,6,3,1,1,2,3,2,4
6704,3,6,3,1,1,2,3,3,4
6705,3,6,3,1,1,2,4,1,4
6706,3,6,3,1,1,2,4,2,4
6707,3,6,3,1,1,2,4,3,4
6708,3,6,3,1,1,3,1,1,4
6709,3,6,3,1,1,3,1,2,4
6710,3,6,3,1,1,3,1,3,4
6711,3,6,3,1,1,3,2,1,4
6712,3,6,3,1,1,3,2,2,4
6713,3,6,3,1,1,3,2,3,4
6714,3,6,3,1,1,3,3,1,4
6715,3,6,3,1,1,3,3,2,4
6716,3,6,3,1,1,3,3,3,4
