Type,B,C,D,E,F,G,H,I,J
5603,3,4,2,1,2,3,4,3,3
5604,3,4,2,1,3,2,1,1,3
5605,3,4,2,1,3,2,2,1,3
5606,3,4,2,1,3,2,3,1,3
5607,3,4,2,1,3,2,4,1,3
5608,3,4,2,2,1,1,1,1,1
5609,3,4,2,2,1,1,1,2,1
5610,3,4,2,2,1,1,1,3,1
5611,3,4,2,2,1,1,2,1,1
5613,3,4,2,2,1,1,2,3,1
5614,3,4,2,2,1,1,3,1,1
5615,3,4,2,2,1,1,3,2,1
5617,3,4,2,2,1,1,4,1,1
5618,3,4,2,2,1,1,4,2,1
5619,3,4,2,2,1,1,4,3,1
5620,3,4,2,2,1,2,1,1,1
5621,3,4,2,2,1,2,1,2,1
5622,3,4,2,2,1,2,1,3,1
5623,3,4,2,2,1,2,2,1,1
5624,3,4,2,2,1,2,2,2,1
5625,3,4,2,2,1,2,2,3,1
5626,3,4,2,2,1,2,3,1,1
5627,3,4,2,2,1,2,3,2,1
5628,3,4,2,2,1,2,3,3,1
5630,3,4,2,2,1,2,4,2,1
5631,3,4,2,2,1,2,4,3,1
5633,3,4,2,2,1,3,1,2,1
5634,3,4,2,2,1,3,1,3,1
5635,3,4,2,2,1,3,2,1,1
5636,3,4,2,2,1,3,2,2,1
5637,3,4,2,2,1,3,2,3,1
5638,3,4,2,2,1,3,3,1,1
5639,3,4,2,2,1,3,3,2,1
5640,3,4,2,2,1,3,3,3,1
5642,3,4,2,2,1,3,4,2,1
5643,3,4,2,2,1,3,4,3,1
5644,3,4,2,2,2,1,1,1,3
5645,3,4,2,2,2,1,1,2,3
5646,3,4,2,2,2,1,1,3,3
5647,3,4,2,2,2,1,2,1,3
5648,3,4,2,2,2,1,2,2,3
5649,3,4,2,2,2,1,2,3,3
5650,3,4,2,2,2,1,3,1,3
5651,3,4,2,2,2,1,3,2,3
5652,3,4,2,2,2,1,3,3,3
5653,3,4,2,2,2,1,4,1,3
5654,3,4,2,2,2,1,4,2,3
5655,3,4,2,2,2,1,4,3,3
5656,3,4,2,2,2,2,1,1,3
5658,3,4,2,2,2,2,1,3,3
5659,3,4,2,2,2,2,2,1,3
5660,3,4,2,2,2,2,2,2,3
5661,3,4,2,2,2,2,2,3,3
5662,3,4,2,2,2,2,3,1,3
5663,3,4,2,2,2,2,3,2,3
5664,3,4,2,2,2,2,3,3,3
5665,3,4,2,2,2,2,4,1,3
5666,3,4,2,2,2,2,4,2,3
5667,3,4,2,2,2,2,4,3,3
5669,3,4,2,2,2,3,1,2,3
5670,3,4,2,2,2,3,1,3,3
5671,3,4,2,2,2,3,2,1,3
5672,3,4,2,2,2,3,2,2,3
5673,3,4,2,2,2,3,2,3,3
5674,3,4,2,2,2,3,3,1,3
5675,3,4,2,2,2,3,3,2,3
5676,3,4,2,2,2,3,3,3,3
5677,3,4,2,2,2,3,4,1,3
5678,3,4,2,2,2,3,4,2,3
5679,3,4,2,2,2,3,4,3,3
5680,3,4,2,2,3,2,1,1,3
5681,3,4,2,2,3,2,2,1,3
5682,3,4,2,2,3,2,3,1,3
5683,3,4,2,2,3,2,4,1,3
5684,3,4,2,3,1,1,1,1,1
5685,3,4,2,3,1,1,1,2,1
5686,3,4,2,3,1,1,1,3,1
5688,3,4,2,3,1,1,2,2,1
5690,3,4,2,3,1,1,3,1,1
5691,3,4,2,3,1,1,3,2,1
5692,3,4,2,3,1,1,3,3,1
5694,3,4,2,3,1,1,4,2,1
5695,3,4,2,3,1,1,4,3,1
5696,3,4,2,3,1,2,1,1,1
5697,3,4,2,3,1,2,1,2,1
5698,3,4,2,3,1,2,1,3,1
5700,3,4,2,3,1,2,2,2,1
5701,3,4,2,3,1,2,2,3,1
5702,3,4,2,3,1,2,3,1,1
5703,3,4,2,3,1,2,3,2,1
5704,3,4,2,3,1,2,3,3,1
5705,3,4,2,3,1,2,4,1,1
5706,3,4,2,3,1,2,4,2,1
5707,3,4,2,3,1,2,4,3,1
5708,3,4,2,3,1,3,1,1,1
5709,3,4,2,3,1,3,1,2,1
5710,3,4,2,3,1,3,1,3,1
5712,3,4,2,3,1,3,2,2,1
5713,3,4,2,3,1,3,2,3,1
5714,3,4,2,3,1,3,3,1,1
5715,3,4,2,3,1,3,3,2,1
5716,3,4,2,3,1,3,3,3,1
5717,3,4,2,3,1,3,4,1,1
5718,3,4,2,3,1,3,4,2,1
5719,3,4,2,3,1,3,4,3,1
5720,3,4,2,3,2,1,1,1,3
5721,3,4,2,3,2,1,1,2,3
5722,3,4,2,3,2,1,1,3,3
5723,3,4,2,3,2,1,2,1,3
5724,3,4,2,3,2,1,2,2,3
5725,3,4,2,3,2,1,2,3,3
5726,3,4,2,3,2,1,3,1,3
5727,3,4,2,3,2,1,3,2,3
5728,3,4,2,3,2,1,3,3,3
5729,3,4,2,3,2,1,4,1,3
5730,3,4,2,3,2,1,4,2,3
5732,3,4,2,3,2,2,1,1,3
5733,3,4,2,3,2,2,1,2,3
5735,3,4,2,3,2,2,2,1,3
5736,3,4,2,3,2,2,2,2,3
5737,3,4,2,3,2,2,2,3,3
5738,3,4,2,3,2,2,3,1,3
5739,3,4,2,3,2,2,3,2,3
5740,3,4,2,3,2,2,3,3,3
5741,3,4,2,3,2,2,4,1,3
5743,3,4,2,3,2,2,4,3,3
5744,3,4,2,3,2,3,1,1,3
5745,3,4,2,3,2,3,1,2,3
5746,3,4,2,3,2,3,1,3,3
5747,3,4,2,3,2,3,2,1,3
5748,3,4,2,3,2,3,2,2,3
5749,3,4,2,3,2,3,2,3,3
5750,3,4,2,3,2,3,3,1,3
5751,3,4,2,3,2,3,3,2,3
5752,3,4,2,3,2,3,3,3,3
5753,3,4,2,3,2,3,4,1,3
5754,3,4,2,3,2,3,4,2,3
5755,3,4,2,3,2,3,4,3,3
5756,3,4,2,3,3,2,1,1,3
5757,3,4,2,3,3,2,2,1,3
5758,3,4,2,3,3,2,3,1,3
5759,3,4,2,3,3,2,4,1,3
5760,3,4,3,1,1,1,1,1,1
5761,3,4,3,1,1,1,1,2,1
5762,3,4,3,1,1,1,1,3,1
5764,3,4,3,1,1,1,2,2,1
5765,3,4,3,1,1,1,2,3,1
5766,3,4,3,1,1,1,3,1,1
5767,3,4,3,1,1,1,3,2,1
5768,3,4,3,1,1,1,3,3,1
5770,3,4,3,1,1,1,4,2,1
5771,3,4,3,1,1,1,4,3,1
5772,3,4,3,1,1,2,1,1,1
5773,3,4,3,1,1,2,1,2,1
5774,3,4,3,1,1,2,1,3,1
5775,3,4,3,1,1,2,2,1,1
5776,3,4,3,1,1,2,2,2,1
5777,3,4,3,1,1,2,2,3,1
5778,3,4,3,1,1,2,3,1,1
5779,3,4,3,1,1,2,3,2,1
5780,3,4,3,1,1,2,3,3,1
5781,3,4,3,1,1,2,4,1,1
5782,3,4,3,1,1,2,4,2,1
5783,3,4,3,1,1,2,4,3,1
5784,3,4,3,1,1,3,1,1,1
5785,3,4,3,1,1,3,1,2,1
5786,3,4,3,1,1,3,1,3,1
5787,3,4,3,1,1,3,2,1,1
5788,3,4,3,1,1,3,2,2,1
5789,3,4,3,1,1,3,2,3,1
5790,3,4,3,1,1,3,3,1,1
5791,3,4,3,1,1,3,3,2,1
5792,3,4,3,1,1,3,3,3,1
5794,3,4,3,1,1,3,4,2,1
5795,3,4,3,1,1,3,4,3,1
5796,3,4,3,1,2,2,1,1,3
5797,3,4,3,1,2,2,2,1,3
5798,3,4,3,1,2,2,3,1,3
5799,3,4,3,1,2,2,4,1,3
5800,3,4,3,1,3,2,1,1,3
5801,3,4,3,1,3,2,2,1,3
5803,3,4,3,1,3,2,4,1,3
5804,3,4,3,2,1,1,1,1,1
5805,3,4,3,2,1,1,1,2,1
5806,3,4,3,2,1,1,1,3,1
5807,3,4,3,2,1,1,2,1,1
5808,3,4,3,2,1,1,2,2,1
5809,3,4,3,2,1,1,2,3,1
5810,3,4,3,2,1,1,3,1,1
5811,3,4,3,2,1,1,3,2,1
5812,3,4,3,2,1,1,3,3,1
5813,3,4,3,2,1,1,4,1,1
5814,3,4,3,2,1,1,4,2,1
5815,3,4,3,2,1,1,4,3,1
5816,3,4,3,2,1,2,1,1,1
5817,3,4,3,2,1,2,1,2,1
5818,3,4,3,2,1,2,1,3,1
5819,3,4,3,2,1,2,2,1,1
5822,3,4,3,2,1,2,3,1,1
5823,3,4,3,2,1,2,3,2,1
5824,3,4,3,2,1,2,3,3,1
5825,3,4,3,2,1,2,4,1,1
5826,3,4,3,2,1,2,4,2,1
5828,3,4,3,2,1,3,1,1,1
5829,3,4,3,2,1,3,1,2,1
5831,3,4,3,2,1,3,2,1,1
5832,3,4,3,2,1,3,2,2,1
5833,3,4,3,2,1,3,2,3,1
5834,3,4,3,2,1,3,3,1,1
5836,3,4,3,2,1,3,3,3,1
5837,3,4,3,2,1,3,4,1,1
5838,3,4,3,2,1,3,4,2,1
5840,3,4,3,2,2,2,1,1,3
5841,3,4,3,2,2,2,2,1,3
5842,3,4,3,2,2,2,3,1,3
5843,3,4,3,2,2,2,4,1,3
5844,3,4,3,2,3,2,1,1,3
5845,3,4,3,2,3,2,2,1,3
5847,3,4,3,2,3,2,4,1,3
5850,3,4,3,3,1,1,1,3,1
5851,3,4,3,3,1,1,2,1,1
5852,3,4,3,3,1,1,2,2,1
5854,3,4,3,3,1,1,3,1,1
5855,3,4,3,3,1,1,3,2,1
5856,3,4,3,3,1,1,3,3,1
5857,3,4,3,3,1,1,4,1,1
5858,3,4,3,3,1,1,4,2,1
5859,3,4,3,3,1,1,4,3,1
5860,3,4,3,3,1,2,1,1,1
5861,3,4,3,3,1,2,1,2,1
5862,3,4,3,3,1,2,1,3,1
5863,3,4,3,3,1,2,2,1,1
5865,3,4,3,3,1,2,2,3,1
5866,3,4,3,3,1,2,3,1,1
5867,3,4,3,3,1,2,3,2,1
5868,3,4,3,3,1,2,3,3,1
5869,3,4,3,3,1,2,4,1,1
5870,3,4,3,3,1,2,4,2,1
5871,3,4,3,3,1,2,4,3,1
5872,3,4,3,3,1,3,1,1,1
5873,3,4,3,3,1,3,1,2,1
5874,3,4,3,3,1,3,1,3,1
5875,3,4,3,3,1,3,2,1,1
5876,3,4,3,3,1,3,2,2,1
5877,3,4,3,3,1,3,2,3,1
5878,3,4,3,3,1,3,3,1,1
5879,3,4,3,3,1,3,3,2,1
5880,3,4,3,3,1,3,3,3,1
5881,3,4,3,3,1,3,4,1,1
5882,3,4,3,3,1,3,4,2,1
5883,3,4,3,3,1,3,4,3,1
5884,3,4,3,3,2,2,1,1,3
5885,3,4,3,3,2,2,2,1,3
5886,3,4,3,3,2,2,3,1,3
5887,3,4,3,3,2,2,4,1,3
5888,3,4,3,3,3,2,1,1,3
5889,3,4,3,3,3,2,2,1,3
5890,3,4,3,3,3,2,3,1,3
5891,3,4,3,3,3,2,4,1,3
5892,3,5,1,1,1,1,1,1,1
5893,3,5,1,1,1,1,1,2,1
5894,3,5,1,1,1,1,1,3,1
5895,3,5,1,1,1,1,2,1,1
5896,3,5,1,1,1,1,2,2,1
5897,3,5,1,1,1,1,2,3,1
5898,3,5,1,1,1,1,3,1,1
5899,3,5,1,1,1,1,3,2,1
5900,3,5,1,1,1,1,3,3,1
5901,3,5,1,1,1,1,4,1,1
5902,3,5,1,1,1,1,4,2,1
5903,3,5,1,1,1,1,4,3,1
5904,3,5,1,1,1,2,1,1,1
5906,3,5,1,1,1,2,1,3,1
5907,3,5,1,1,1,2,2,1,1
5908,3,5,1,1,1,2,2,2,1
5909,3,5,1,1,1,2,2,3,1
5910,3,5,1,1,1,2,3,1,1
5911,3,5,1,1,1,2,3,2,1
5912,3,5,1,1,1,2,3,3,1
5913,3,5,1,1,1,2,4,1,1
5914,3,5,1,1,1,2,4,2,1
5915,3,5,1,1,1,2,4,3,1
5916,3,5,1,1,1,3,1,1,1
5917,3,5,1,1,1,3,1,2,1
5918,3,5,1,1,1,3,1,3,1
5919,3,5,1,1,1,3,2,1,1
5920,3,5,1,1,1,3,2,2,1
5923,3,5,1,1,1,3,3,2,1
5924,3,5,1,1,1,3,3,3,1
5925,3,5,1,1,1,3,4,1,1
5927,3,5,1,1,1,3,4,3,1
5928,3,5,1,1,2,2,1,1,3
5929,3,5,1,1,2,2,2,1,3
5930,3,5,1,1,2,2,3,1,3
5931,3,5,1,1,2,2,4,1,3
5932,3,5,1,1,3,2,1,1,3
5933,3,5,1,1,3,2,2,1,3
5934,3,5,1,1,3,2,3,1,3
5935,3,5,1,1,3,2,4,1,3
5936,3,5,1,2,1,1,1,1,1
5937,3,5,1,2,1,1,1,2,1
5938,3,5,1,2,1,1,1,3,1
5939,3,5,1,2,1,1,2,1,1
5940,3,5,1,2,1,1,2,2,1
5942,3,5,1,2,1,1,3,1,1
5943,3,5,1,2,1,1,3,2,1
5944,3,5,1,2,1,1,3,3,1
5945,3,5,1,2,1,1,4,1,1
5946,3,5,1,2,1,1,4,2,1
5947,3,5,1,2,1,1,4,3,1
5949,3,5,1,2,1,2,1,2,1
5950,3,5,1,2,1,2,1,3,1
5951,3,5,1,2,1,2,2,1,1
5952,3,5,1,2,1,2,2,2,1
5953,3,5,1,2,1,2,2,3,1
5954,3,5,1,2,1,2,3,1,1
5955,3,5,1,2,1,2,3,2,1
5956,3,5,1,2,1,2,3,3,1
5957,3,5,1,2,1,2,4,1,1
5959,3,5,1,2,1,2,4,3,1
5960,3,5,1,2,1,3,1,1,1
5961,3,5,1,2,1,3,1,2,1
5962,3,5,1,2,1,3,1,3,1
5963,3,5,1,2,1,3,2,1,1
5964,3,5,1,2,1,3,2,2,1
5965,3,5,1,2,1,3,2,3,1
5966,3,5,1,2,1,3,3,1,1
5967,3,5,1,2,1,3,3,2,1
5968,3,5,1,2,1,3,3,3,1
5969,3,5,1,2,1,3,4,1,1
5970,3,5,1,2,1,3,4,2,1
5971,3,5,1,2,1,3,4,3,1
5972,3,5,1,2,2,2,1,1,3
5973,3,5,1,2,2,2,2,1,3
5974,3,5,1,2,2,2,3,1,3
5975,3,5,1,2,2,2,4,1,3
5976,3,5,1,2,3,2,1,1,3
5977,3,5,1,2,3,2,2,1,3
5979,3,5,1,2,3,2,4,1,3
5980,3,5,1,3,1,1,1,1,1
5981,3,5,1,3,1,1,1,2,1
5982,3,5,1,3,1,1,1,3,1
5983,3,5,1,3,1,1,2,1,1
5984,3,5,1,3,1,1,2,2,1
5985,3,5,1,3,1,1,2,3,1
5986,3,5,1,3,1,1,3,1,1
5987,3,5,1,3,1,1,3,2,1
5988,3,5,1,3,1,1,3,3,1
5989,3,5,1,3,1,1,4,1,1
5990,3,5,1,3,1,1,4,2,1
5992,3,5,1,3,1,2,1,1,1
5993,3,5,1,3,1,2,1,2,1
5994,3,5,1,3,1,2,1,3,1
5995,3,5,1,3,1,2,2,1,1
5996,3,5,1,3,1,2,2,2,1
5997,3,5,1,3,1,2,2,3,1
5998,3,5,1,3,1,2,3,1,1
5999,3,5,1,3,1,2,3,2,1
6000,3,5,1,3,1,2,3,3,1
6001,3,5,1,3,1,2,4,1,1
6002,3,5,1,3,1,2,4,2,1
6003,3,5,1,3,1,2,4,3,1
6004,3,5,1,3,1,3,1,1,1
6005,3,5,1,3,1,3,1,2,1
6006,3,5,1,3,1,3,1,3,1
6007,3,5,1,3,1,3,2,1,1
6008,3,5,1,3,1,3,2,2,1
6009,3,5,1,3,1,3,2,3,1
6010,3,5,1,3,1,3,3,1,1
6011,3,5,1,3,1,3,3,2,1
6012,3,5,1,3,1,3,3,3,1
6014,3,5,1,3,1,3,4,2,1
6015,3,5,1,3,1,3,4,3,1
6017,3,5,1,3,2,2,2,1,3
6018,3,5,1,3,2,2,3,1,3
6020,3,5,1,3,3,2,1,1,3
6021,3,5,1,3,3,2,2,1,3
6022,3,5,1,3,3,2,3,1,3
6023,3,5,1,3,3,2,4,1,3
6024,3,5,2,1,1,1,1,1,1
6025,3,5,2,1,1,1,1,2,1
6026,3,5,2,1,1,1,1,3,1
6027,3,5,2,1,1,1,2,1,1
6029,3,5,2,1,1,1,2,3,1
6031,3,5,2,1,1,1,3,2,1
6032,3,5,2,1,1,1,3,3,1
6034,3,5,2,1,1,1,4,2,1
6035,3,5,2,1,1,1,4,3,1
6036,3,5,2,1,1,2,1,1,1
6037,3,5,2,1,1,2,1,2,1
6038,3,5,2,1,1,2,1,3,1
6039,3,5,2,1,1,2,2,1,1
6040,3,5,2,1,1,2,2,2,1
6041,3,5,2,1,1,2,2,3,1
6042,3,5,2,1,1,2,3,1,1
6043,3,5,2,1,1,2,3,2,1
6045,3,5,2,1,1,2,4,1,1
6046,3,5,2,1,1,2,4,2,1
6047,3,5,2,1,1,2,4,3,1
6048,3,5,2,1,1,3,1,1,1
6049,3,5,2,1,1,3,1,2,1
6050,3,5,2,1,1,3,1,3,1
6051,3,5,2,1,1,3,2,1,1
6052,3,5,2,1,1,3,2,2,1
6053,3,5,2,1,1,3,2,3,1
6054,3,5,2,1,1,3,3,1,1
6055,3,5,2,1,1,3,3,2,1
6056,3,5,2,1,1,3,3,3,1
6057,3,5,2,1,1,3,4,1,1
6058,3,5,2,1,1,3,4,2,1
6060,3,5,2,1,2,2,1,1,3
6061,3,5,2,1,2,2,2,1,3
6062,3,5,2,1,2,2,3,1,3
6063,3,5,2,1,2,2,4,1,3
6065,3,5,2,1,3,2,2,1,3
6066,3,5,2,1,3,2,3,1,3
6067,3,5,2,1,3,2,4,1,3
6068,3,5,2,2,1,1,1,1,1
6069,3,5,2,2,1,1,1,2,1
6070,3,5,2,2,1,1,1,3,1
6071,3,5,2,2,1,1,2,1,1
6072,3,5,2,2,1,1,2,2,1
6073,3,5,2,2,1,1,2,3,1
6074,3,5,2,2,1,1,3,1,1
6075,3,5,2,2,1,1,3,2,1
6076,3,5,2,2,1,1,3,3,1
6077,3,5,2,2,1,1,4,1,1
6078,3,5,2,2,1,1,4,2,1
6079,3,5,2,2,1,1,4,3,1
6080,3,5,2,2,1,2,1,1,1
6081,3,5,2,2,1,2,1,2,1
6082,3,5,2,2,1,2,1,3,1
6083,3,5,2,2,1,2,2,1,1
6084,3,5,2,2,1,2,2,2,1
6085,3,5,2,2,1,2,2,3,1
6086,3,5,2,2,1,2,3,1,1
6087,3,5,2,2,1,2,3,2,1
6089,3,5,2,2,1,2,4,1,1
6090,3,5,2,2,1,2,4,2,1
6091,3,5,2,2,1,2,4,3,1
6092,3,5,2,2,1,3,1,1,1
6093,3,5,2,2,1,3,1,2,1
6094,3,5,2,2,1,3,1,3,1
6095,3,5,2,2,1,3,2,1,1
6096,3,5,2,2,1,3,2,2,1
6097,3,5,2,2,1,3,2,3,1
6098,3,5,2,2,1,3,3,1,1
6100,3,5,2,2,1,3,3,3,1
6101,3,5,2,2,1,3,4,1,1
6102,3,5,2,2,1,3,4,2,1
6103,3,5,2,2,1,3,4,3,1
6104,3,5,2,2,2,2,1,1,3
6105,3,5,2,2,2,2,2,1,3
6106,3,5,2,2,2,2,3,1,3
6107,3,5,2,2,2,2,4,1,3
6108,3,5,2,2,3,2,1,1,3
6109,3,5,2,2,3,2,2,1,3
6110,3,5,2,2,3,2,3,1,3
6111,3,5,2,2,3,2,4,1,3
6112,3,5,2,3,1,1,1,1,1
6113,3,5,2,3,1,1,1,2,1
6117,3,5,2,3,1,1,2,3,1
6118,3,5,2,3,1,1,3,1,1
6120,3,5,2,3,1,1,3,3,1
6121,3,5,2,3,1,1,4,1,1
6122,3,5,2,3,1,1,4,2,1
6123,3,5,2,3,1,1,4,3,1
6124,3,5,2,3,1,2,1,1,1
6126,3,5,2,3,1,2,1,3,1
6128,3,5,2,3,1,2,2,2,1
6129,3,5,2,3,1,2,2,3,1
6130,3,5,2,3,1,2,3,1,1
6131,3,5,2,3,1,2,3,2,1
6132,3,5,2,3,1,2,3,3,1
6133,3,5,2,3,1,2,4,1,1
6134,3,5,2,3,1,2,4,2,1
6135,3,5,2,3,1,2,4,3,1
6136,3,5,2,3,1,3,1,1,1
6137,3,5,2,3,1,3,1,2,1
6138,3,5,2,3,1,3,1,3,1
6139,3,5,2,3,1,3,2,1,1
6140,3,5,2,3,1,3,2,2,1
6141,3,5,2,3,1,3,2,3,1
6142,3,5,2,3,1,3,3,1,1
6143,3,5,2,3,1,3,3,2,1
6144,3,5,2,3,1,3,3,3,1
6145,3,5,2,3,1,3,4,1,1
6146,3,5,2,3,1,3,4,2,1
6147,3,5,2,3,1,3,4,3,1
6148,3,5,2,3,2,2,1,1,3
6149,3,5,2,3,2,2,2,1,3
6150,3,5,2,3,2,2,3,1,3
6151,3,5,2,3,2,2,4,1,3
6152,3,5,2,3,3,2,1,1,3
6153,3,5,2,3,3,2,2,1,3
6154,3,5,2,3,3,2,3,1,3
6155,3,5,2,3,3,2,4,1,3
6156,3,5,3,1,1,1,1,1,1
6157,3,5,3,1,1,1,1,2,1
6158,3,5,3,1,1,1,1,3,1
6159,3,5,3,1,1,1,2,1,1
6160,3,5,3,1,1,1,2,2,1
6161,3,5,3,1,1,1,2,3,1
6162,3,5,3,1,1,1,3,1,1
6163,3,5,3,1,1,1,3,2,1
6164,3,5,3,1,1,1,3,3,1
6165,3,5,3,1,1,1,4,1,1
6166,3,5,3,1,1,1,4,2,1
6167,3,5,3,1,1,1,4,3,1
6168,3,5,3,1,1,2,1,1,1
6169,3,5,3,1,1,2,1,2,1
6170,3,5,3,1,1,2,1,3,1
6171,3,5,3,1,1,2,2,1,1
6172,3,5,3,1,1,2,2,2,1
6173,3,5,3,1,1,2,2,3,1
6174,3,5,3,1,1,2,3,1,1
6175,3,5,3,1,1,2,3,2,1
6176,3,5,3,1,1,2,3,3,1
6177,3,5,3,1,1,2,4,1,1
6178,3,5,3,1,1,2,4,2,1
6179,3,5,3,1,1,2,4,3,1
6180,3,5,3,1,1,3,1,1,1
6181,3,5,3,1,1,3,1,2,1
6182,3,5,3,1,1,3,1,3,1
6183,3,5,3,1,1,3,2,1,1
6184,3,5,3,1,1,3,2,2,1
6185,3,5,3,1,1,3,2,3,1
6186,3,5,3,1,1,3,3,1,1
6187,3,5,3,1,1,3,3,2,1
6188,3,5,3,1,1,3,3,3,1
6190,3,5,3,1,1,3,4,2,1
6191,3,5,3,1,1,3,4,3,1
6192,3,5,3,1,2,2,1,1,3
6193,3,5,3,1,2,2,2,1,3
6194,3,5,3,1,2,2,3,1,3
6195,3,5,3,1,2,2,4,1,3
6196,3,5,3,1,3,2,1,1,3
6197,3,5,3,1,3,2,2,1,3
6198,3,5,3,1,3,2,3,1,3
6199,3,5,3,1,3,2,4,1,3
6200,3,5,3,2,1,1,1,1,1
6201,3,5,3,2,1,1,1,2,1
6202,3,5,3,2,1,1,1,3,1
6203,3,5,3,2,1,1,2,1,1
6204,3,5,3,2,1,1,2,2,1
6205,3,5,3,2,1,1,2,3,1
6206,3,5,3,2,1,1,3,1,1
6207,3,5,3,2,1,1,3,2,1
6208,3,5,3,2,1,1,3,3,1
6209,3,5,3,2,1,1,4,1,1
6210,3,5,3,2,1,1,4,2,1
6211,3,5,3,2,1,1,4,3,1
6212,3,5,3,2,1,2,1,1,1
6213,3,5,3,2,1,2,1,2,1
6214,3,5,3,2,1,2,1,3,1
6215,3,5,3,2,1,2,2,1,1
6216,3,5,3,2,1,2,2,2,1
6218,3,5,3,2,1,2,3,1,1
6219,3,5,3,2,1,2,3,2,1
6220,3,5,3,2,1,2,3,3,1
6221,3,5,3,2,1,2,4,1,1
6223,3,5,3,2,1,2,4,3,1
6224,3,5,3,2,1,3,1,1,1
6225,3,5,3,2,1,3,1,2,1
6226,3,5,3,2,1,3,1,3,1
6228,3,5,3,2,1,3,2,2,1
6229,3,5,3,2,1,3,2,3,1
6230,3,5,3,2,1,3,3,1,1
6231,3,5,3,2,1,3,3,2,1
6232,3,5,3,2,1,3,3,3,1
6233,3,5,3,2,1,3,4,1,1
6234,3,5,3,2,1,3,4,2,1
6235,3,5,3,2,1,3,4,3,1
6236,3,5,3,2,2,2,1,1,3
6237,3,5,3,2,2,2,2,1,3
6238,3,5,3,2,2,2,3,1,3
6239,3,5,3,2,2,2,4,1,3
6240,3,5,3,2,3,2,1,1,3
6241,3,5,3,2,3,2,2,1,3
6242,3,5,3,2,3,2,3,1,3
6243,3,5,3,2,3,2,4,1,3
6244,3,5,3,3,1,1,1,1,1
6245,3,5,3,3,1,1,1,2,1
6246,3,5,3,3,1,1,1,3,1
6247,3,5,3,3,1,1,2,1,1
6248,3,5,3,3,1,1,2,2,1
6249,3,5,3,3,1,1,2,3,1
6251,3,5,3,3,1,1,3,2,1
6252,3,5,3,3,1,1,3,3,1
6253,3,5,3,3,1,1,4,1,1
6254,3,5,3,3,1,1,4,2,1
6255,3,5,3,3,1,1,4,3,1
6256,3,5,3,3,1,2,1,1,1
6257,3,5,3,3,1,2,1,2,1
6258,3,5,3,3,1,2,1,3,1
6259,3,5,3,3,1,2,2,1,1
6260,3,5,3,3,1,2,2,2,1
6261,3,5,3,3,1,2,2,3,1
6263,3,5,3,3,1,2,3,2,1
6264,3,5,3,3,1,2,3,3,1
6266,3,5,3,3,1,2,4,2,1
6267,3,5,3,3,1,2,4,3,1
6269,3,5,3,3,1,3,1,2,1
6270,3,5,3,3,1,3,1,3,1
6272,3,5,3,3,1,3,2,2,1
6273,3,5,3,3,1,3,2,3,1
6275,3,5,3,3,1,3,3,2,1
6276,3,5,3,3,1,3,3,3,1
6277,3,5,3,3,1,3,4,1,1
6278,3,5,3,3,1,3,4,2,1
6279,3,5,3,3,1,3,4,3,1
6280,3,5,3,3,2,2,1,1,3
6281,3,5,3,3,2,2,2,1,3
6282,3,5,3,3,2,2,3,1,3
6284,3,5,3,3,3,2,1,1,3
6285,3,5,3,3,3,2,2,1,3
6287,3,5,3,3,3,2,4,1,3
6288,3,6,1,1,1,1,1,1,1
6289,3,6,1,1,1,1,1,2,1
6290,3,6,1,1,1,1,1,3,1
6291,3,6,1,1,1,1,2,1,1
6292,3,6,1,1,1,1,2,2,1
6293,3,6,1,1,1,1,2,3,1
6294,3,6,1,1,1,1,3,1,1
6295,3,6,1,1,1,1,3,2,1
6296,3,6,1,1,1,1,3,3,1
6297,3,6,1,1,1,1,4,1,1
6298,3,6,1,1,1,1,4,2,1
6299,3,6,1,1,1,1,4,3,1
6301,3,6,1,1,1,2,1,2,1
6302,3,6,1,1,1,2,1,3,1
6305,3,6,1,1,1,2,2,3,1
6306,3,6,1,1,1,2,3,1,1
6307,3,6,1,1,1,2,3,2,1
6309,3,6,1,1,1,2,4,1,1
6310,3,6,1,1,1,2,4,2,1
6311,3,6,1,1,1,2,4,3,1
6312,3,6,1,1,1,3,1,1,1
6313,3,6,1,1,1,3,1,2,1
6314,3,6,1,1,1,3,1,3,1
6315,3,6,1,1,1,3,2,1,1
6317,3,6,1,1,1,3,2,3,1
6319,3,6,1,1,1,3,3,2,1
6320,3,6,1,1,1,3,3,3,1
6321,3,6,1,1,1,3,4,1,1
6322,3,6,1,1,1,3,4,2,1
6323,3,6,1,1,1,3,4,3,1
6324,3,6,1,1,2,2,1,1,3
6325,3,6,1,1,2,2,2,1,3
6326,3,6,1,1,2,2,3,1,3
6327,3,6,1,1,2,2,4,1,3
6328,3,6,1,1,3,2,1,1,3
6329,3,6,1,1,3,2,2,1,3
6330,3,6,1,1,3,2,3,1,3
6331,3,6,1,1,3,2,4,1,3
6332,3,6,1,2,1,1,1,1,1
6333,3,6,1,2,1,1,1,2,1
6334,3,6,1,2,1,1,1,3,1
6335,3,6,1,2,1,1,2,1,1
6336,3,6,1,2,1,1,2,2,1
6337,3,6,1,2,1,1,2,3,1
6338,3,6,1,2,1,1,3,1,1
6339,3,6,1,2,1,1,3,2,1
6340,3,6,1,2,1,1,3,3,1
6341,3,6,1,2,1,1,4,1,1
